datetime,Open,High,Low,Close,Volume
2022-12-06 09:55:00+07:00,34.5,34.75,34.5,34.5,25700.0
2022-12-06 10:00:00+07:00,34.5,34.75,34.5,34.5,10400.0
2022-12-06 10:05:00+07:00,34.5,34.75,34.5,34.5,13700.0
2022-12-06 10:10:00+07:00,34.5,34.75,34.5,34.5,8300.0
2022-12-06 10:15:00+07:00,34.5,34.75,34.5,34.5,23600.0
2022-12-06 10:20:00+07:00,34.5,34.75,34.5,34.75,133300.0
2022-12-06 10:25:00+07:00,34.75,34.75,34.75,34.75,78300.0
2022-12-06 10:30:00+07:00,34.75,34.75,34.5,34.5,25900.0
2022-12-06 10:35:00+07:00,34.75,34.75,34.75,34.75,8300.0
2022-12-06 10:40:00+07:00,34.75,34.75,34.5,34.75,18000.0
2022-12-06 10:45:00+07:00,34.75,34.75,34.75,34.75,800.0
2022-12-06 10:50:00+07:00,34.75,34.75,34.75,34.75,16300.0
2022-12-06 10:55:00+07:00,34.75,34.75,34.5,34.75,90000.0
2022-12-06 11:00:00+07:00,34.75,35.0,34.75,35.0,93600.0
2022-12-06 11:05:00+07:00,34.75,34.75,34.75,34.75,1500.0
2022-12-06 11:10:00+07:00,34.75,34.75,34.75,34.75,10900.0
2022-12-06 11:15:00+07:00,34.75,34.75,34.75,34.75,20100.0
2022-12-06 11:20:00+07:00,34.75,35.0,34.75,35.0,6000.0
2022-12-06 11:25:00+07:00,34.75,35.0,34.75,34.75,6700.0
2022-12-06 11:30:00+07:00,34.75,34.75,34.75,34.75,10500.0
2022-12-06 11:35:00+07:00,34.75,34.75,34.75,34.75,1900.0
2022-12-06 11:40:00+07:00,34.75,34.75,34.75,34.75,27300.0
2022-12-06 11:45:00+07:00,34.75,34.75,34.5,34.5,2200.0
2022-12-06 11:55:00+07:00,34.5,34.5,34.5,34.5,274100.0
2022-12-06 12:00:00+07:00,34.5,34.5,34.5,34.5,32400.0
2022-12-06 12:05:00+07:00,34.5,34.5,34.5,34.5,700.0
2022-12-06 12:10:00+07:00,34.5,34.5,34.5,34.5,2400.0
2022-12-06 12:15:00+07:00,34.5,34.75,34.5,34.75,2300.0
2022-12-06 12:20:00+07:00,34.75,34.75,34.75,34.75,1000.0
2022-12-06 12:25:00+07:00,34.75,34.75,34.5,34.75,7200.0
2022-12-06 14:25:00+07:00,34.5,34.75,34.5,34.75,7800.0
2022-12-06 14:30:00+07:00,34.5,34.5,34.5,34.5,1000.0
2022-12-06 14:35:00+07:00,34.5,34.5,34.5,34.5,219900.0
2022-12-06 14:40:00+07:00,34.5,34.5,34.5,34.5,26200.0
2022-12-06 14:45:00+07:00,34.75,34.75,34.5,34.5,6900.0
2022-12-06 14:50:00+07:00,34.5,34.5,34.5,34.5,13900.0
2022-12-06 14:55:00+07:00,34.5,34.5,34.5,34.5,8900.0
2022-12-06 15:00:00+07:00,34.5,34.5,34.5,34.5,27600.0
2022-12-06 15:05:00+07:00,34.75,34.75,34.5,34.5,36500.0
2022-12-06 15:10:00+07:00,34.5,34.5,34.5,34.5,8900.0
2022-12-06 15:15:00+07:00,34.5,34.5,34.5,34.5,12800.0
2022-12-06 15:20:00+07:00,34.5,34.5,34.5,34.5,300.0
2022-12-06 15:25:00+07:00,34.5,34.5,34.5,34.5,500.0
2022-12-06 15:30:00+07:00,34.75,34.75,34.5,34.5,2200.0
2022-12-06 15:40:00+07:00,34.5,34.5,34.5,34.5,19100.0
2022-12-06 15:45:00+07:00,34.5,34.75,34.5,34.5,14400.0
2022-12-06 15:50:00+07:00,34.5,34.75,34.5,34.75,2100.0
2022-12-06 15:55:00+07:00,34.5,34.75,34.5,34.75,16600.0
2022-12-06 16:00:00+07:00,34.75,34.75,34.75,34.75,1600.0
2022-12-06 16:05:00+07:00,34.5,34.75,34.5,34.5,9400.0
2022-12-06 16:10:00+07:00,34.75,34.75,34.5,34.5,5200.0
2022-12-06 16:15:00+07:00,34.75,34.75,34.5,34.75,4100.0
2022-12-06 16:20:00+07:00,34.75,34.75,34.5,34.5,6900.0
2022-12-06 16:25:00+07:00,34.5,34.75,34.5,34.5,20900.0
2022-12-06 16:35:00+07:00,34.75,34.75,34.75,34.75,480600.0
2022-12-07 09:55:00+07:00,34.75,34.75,34.75,34.75,123400.0
2022-12-07 10:00:00+07:00,34.75,35.0,34.75,34.75,35800.0
2022-12-07 10:05:00+07:00,34.75,34.75,34.75,34.75,27200.0
2022-12-07 10:10:00+07:00,34.75,35.0,34.75,34.75,23200.0
2022-12-07 10:15:00+07:00,34.75,34.75,34.75,34.75,13700.0
2022-12-07 10:20:00+07:00,34.75,34.75,34.75,34.75,11300.0
2022-12-07 10:25:00+07:00,34.75,34.75,34.75,34.75,4600.0
2022-12-07 10:30:00+07:00,34.75,34.75,34.75,34.75,3100.0
2022-12-07 10:35:00+07:00,34.75,34.75,34.75,34.75,9100.0
2022-12-07 10:40:00+07:00,34.75,35.0,34.75,34.75,4500.0
2022-12-07 10:45:00+07:00,34.75,34.75,34.75,34.75,3600.0
2022-12-07 10:50:00+07:00,34.75,34.75,34.75,34.75,95500.0
2022-12-07 10:55:00+07:00,34.75,34.75,34.75,34.75,30000.0
2022-12-07 11:00:00+07:00,34.75,34.75,34.75,34.75,46500.0
2022-12-07 11:05:00+07:00,34.75,34.75,34.75,34.75,2100.0
2022-12-07 11:10:00+07:00,34.75,34.75,34.75,34.75,11200.0
2022-12-07 11:15:00+07:00,34.75,34.75,34.75,34.75,29500.0
2022-12-07 11:20:00+07:00,34.75,34.75,34.75,34.75,153800.0
2022-12-07 11:25:00+07:00,34.75,34.75,34.75,34.75,39800.0
2022-12-07 11:30:00+07:00,34.75,35.0,34.75,35.0,78400.0
2022-12-07 11:35:00+07:00,34.75,34.75,34.5,34.75,79700.0
2022-12-07 11:45:00+07:00,34.75,34.75,34.5,34.5,10500.0
2022-12-07 11:50:00+07:00,34.75,35.0,34.5,34.75,134900.0
