datetime,Open,High,Low,Close,Volume
2023-07-17 09:58:00+07:00,1.58,1.59,1.58,1.58,32419600.0
2023-07-17 09:59:00+07:00,1.58,1.59,1.58,1.58,237000.0
2023-07-17 10:00:00+07:00,1.59,1.59,1.58,1.59,347800.0
2023-07-17 10:01:00+07:00,1.59,1.59,1.58,1.59,112300.0
2023-07-17 10:02:00+07:00,1.58,1.59,1.57,1.58,11062600.0
2023-07-17 10:03:00+07:00,1.58,1.58,1.58,1.58,2253400.0
2023-07-17 10:04:00+07:00,1.58,1.58,1.57,1.58,437000.0
2023-07-17 10:05:00+07:00,1.58,1.58,1.57,1.58,89900.0
2023-07-17 10:06:00+07:00,1.57,1.58,1.57,1.58,139500.0
2023-07-17 10:07:00+07:00,1.58,1.58,1.57,1.58,138300.0
2023-07-17 10:08:00+07:00,1.58,1.58,1.57,1.58,162800.0
2023-07-17 10:09:00+07:00,1.58,1.58,1.57,1.58,1410600.0
2023-07-17 10:10:00+07:00,1.58,1.58,1.57,1.58,229100.0
2023-07-17 10:11:00+07:00,1.58,1.58,1.58,1.58,3860800.0
2023-07-17 10:12:00+07:00,1.58,1.59,1.57,1.57,9084500.0
2023-07-17 10:13:00+07:00,1.58,1.58,1.57,1.58,1166300.0
2023-07-17 10:14:00+07:00,1.58,1.58,1.58,1.58,157100.0
2023-07-17 10:15:00+07:00,1.57,1.58,1.57,1.58,127200.0
2023-07-17 10:16:00+07:00,1.58,1.58,1.57,1.58,111200.0
2023-07-17 10:17:00+07:00,1.58,1.58,1.57,1.58,328600.0
2023-07-17 10:18:00+07:00,1.58,1.58,1.57,1.58,75000.0
2023-07-17 10:19:00+07:00,1.58,1.59,1.57,1.59,9322500.0
2023-07-17 10:20:00+07:00,1.58,1.59,1.58,1.58,67600.0
2023-07-17 10:21:00+07:00,1.58,1.59,1.58,1.58,271300.0
2023-07-17 10:22:00+07:00,1.58,1.59,1.58,1.59,34400.0
