datetime,Open,High,Low,Close,Volume
2023-06-26 09:56:00+07:00,46.75,47.25,46.75,47.25,18600.0
2023-06-26 09:58:00+07:00,47.25,47.25,47.0,47.25,400.0
2023-06-26 10:00:00+07:00,47.0,47.25,47.0,47.0,5900.0
2023-06-26 10:01:00+07:00,47.25,47.25,47.0,47.25,21900.0
2023-06-26 10:02:00+07:00,47.0,47.25,47.0,47.25,71400.0
2023-06-26 10:03:00+07:00,47.25,47.25,47.0,47.25,31000.0
2023-06-26 10:04:00+07:00,47.25,47.25,47.25,47.25,18900.0
2023-06-26 10:05:00+07:00,47.0,47.0,47.0,47.0,5100.0
2023-06-26 10:06:00+07:00,47.0,47.25,47.0,47.0,46900.0
2023-06-26 10:07:00+07:00,47.0,47.0,47.0,47.0,2900.0
2023-06-26 10:08:00+07:00,47.0,47.0,47.0,47.0,11500.0
2023-06-26 10:09:00+07:00,47.0,47.0,47.0,47.0,4400.0
2023-06-26 10:10:00+07:00,47.25,47.25,46.75,47.0,84600.0
2023-06-26 10:11:00+07:00,47.0,47.0,47.0,47.0,23600.0
2023-06-26 10:12:00+07:00,47.25,47.25,47.25,47.25,1000.0
2023-06-26 10:13:00+07:00,47.25,47.25,47.25,47.25,100.0
2023-06-26 10:14:00+07:00,47.0,47.0,47.0,47.0,8800.0
2023-06-26 10:16:00+07:00,47.25,47.25,47.25,47.25,400.0
2023-06-26 10:17:00+07:00,47.0,47.0,47.0,47.0,1000.0
2023-06-26 10:18:00+07:00,47.0,47.25,47.0,47.0,300.0
2023-06-26 10:19:00+07:00,47.0,47.0,47.0,47.0,8100.0
2023-06-26 10:20:00+07:00,47.0,47.25,47.0,47.25,11100.0
2023-06-26 10:21:00+07:00,47.0,47.0,47.0,47.0,22300.0
2023-06-26 10:22:00+07:00,47.0,47.0,47.0,47.0,12900.0
2023-06-26 10:23:00+07:00,47.0,47.0,47.0,47.0,25500.0
2023-06-26 10:24:00+07:00,47.0,47.0,47.0,47.0,37000.0
2023-06-26 10:26:00+07:00,47.0,47.0,46.75,47.0,27400.0
2023-06-26 10:27:00+07:00,46.75,46.75,46.75,46.75,300.0
2023-06-26 10:28:00+07:00,46.75,47.0,46.75,47.0,9100.0
2023-06-26 10:29:00+07:00,47.0,47.0,47.0,47.0,1200.0
2023-06-26 10:30:00+07:00,47.0,47.0,47.0,47.0,32500.0
2023-06-26 10:38:00+07:00,47.0,47.0,46.75,46.75,41700.0
2023-06-26 10:39:00+07:00,47.0,47.0,47.0,47.0,100.0
2023-06-26 10:40:00+07:00,46.75,46.75,46.75,46.75,300.0
2023-06-26 10:41:00+07:00,47.0,47.0,46.75,46.75,1200.0
2023-06-26 10:42:00+07:00,46.75,47.0,46.75,46.75,2200.0
2023-06-26 10:48:00+07:00,46.75,46.75,46.75,46.75,52800.0
2023-06-26 10:50:00+07:00,46.5,46.5,46.25,46.25,58700.0
2023-06-26 10:51:00+07:00,46.5,46.5,46.5,46.5,41000.0
2023-06-26 10:52:00+07:00,46.5,46.5,46.5,46.5,16100.0
2023-06-26 10:53:00+07:00,46.5,46.5,46.5,46.5,51500.0
2023-06-26 10:56:00+07:00,46.25,46.5,46.25,46.5,11000.0
2023-06-26 10:58:00+07:00,46.5,46.5,46.25,46.25,4800.0
2023-06-26 11:01:00+07:00,46.25,46.25,46.25,46.25,1000.0
2023-06-26 11:02:00+07:00,46.25,46.25,46.25,46.25,100.0
2023-06-26 11:03:00+07:00,46.25,46.5,46.25,46.5,1200.0
2023-06-26 11:04:00+07:00,46.5,46.75,46.5,46.75,151400.0
2023-06-26 11:06:00+07:00,46.75,46.75,46.75,46.75,132200.0
2023-06-26 11:07:00+07:00,47.0,47.0,46.75,46.75,196900.0
2023-06-26 11:08:00+07:00,46.75,47.0,46.5,47.0,253700.0
2023-06-26 11:09:00+07:00,47.0,47.25,47.0,47.25,192900.0
2023-06-26 11:10:00+07:00,47.25,47.25,47.25,47.25,8100.0
2023-06-26 11:11:00+07:00,47.25,47.5,47.25,47.5,199100.0
2023-06-26 11:12:00+07:00,47.5,47.5,47.5,47.5,23600.0
2023-06-26 11:13:00+07:00,47.25,47.25,47.25,47.25,1000.0
2023-06-26 11:14:00+07:00,47.25,47.25,47.25,47.25,100.0
2023-06-26 11:15:00+07:00,47.25,47.25,47.25,47.25,4500.0
2023-06-26 11:16:00+07:00,47.25,47.25,47.25,47.25,6500.0
2023-06-26 11:17:00+07:00,47.25,47.25,47.0,47.0,23000.0
2023-06-26 11:18:00+07:00,47.0,47.0,47.0,47.0,1000.0
2023-06-26 11:19:00+07:00,47.0,47.0,47.0,47.0,600.0
2023-06-26 11:20:00+07:00,47.0,47.0,47.0,47.0,40200.0
2023-06-26 11:21:00+07:00,47.0,47.0,47.0,47.0,141000.0
2023-06-26 11:22:00+07:00,46.75,46.75,46.75,46.75,1600.0
2023-06-26 11:23:00+07:00,47.0,47.0,47.0,47.0,3300.0
2023-06-26 11:29:00+07:00,47.0,47.0,46.75,46.75,1100.0
2023-06-26 11:35:00+07:00,47.0,47.0,46.75,46.75,700.0
2023-06-26 11:36:00+07:00,46.75,46.75,46.75,46.75,200.0
2023-06-26 11:37:00+07:00,47.0,47.0,47.0,47.0,2300.0
2023-06-26 11:38:00+07:00,46.75,46.75,46.75,46.75,100.0
2023-06-26 11:41:00+07:00,47.0,47.0,46.75,46.75,200.0
2023-06-26 11:48:00+07:00,46.75,46.75,46.75,46.75,80200.0
2023-06-26 11:49:00+07:00,46.75,46.75,46.5,46.5,21000.0
