datetime,Open,High,Low,Close,Volume
2023-07-10 09:56:00+07:00,99.0,99.5,98.75,99.5,200500.0
2023-07-10 09:57:00+07:00,99.75,101.5,99.5,101.5,242000.0
2023-07-10 09:58:00+07:00,101.0,101.5,100.5,101.0,173900.0
2023-07-10 09:59:00+07:00,101.0,101.0,100.5,101.0,93300.0
2023-07-10 10:00:00+07:00,101.0,101.0,100.0,100.0,136400.0
2023-07-10 10:01:00+07:00,100.0,100.5,99.75,99.75,124400.0
2023-07-10 10:02:00+07:00,99.75,100.0,99.75,100.0,71500.0
2023-07-10 10:03:00+07:00,100.0,100.0,99.5,99.75,154200.0
2023-07-10 10:04:00+07:00,99.75,99.75,99.25,99.25,172700.0
2023-07-10 10:05:00+07:00,99.25,99.25,99.25,99.25,60800.0
2023-07-10 10:06:00+07:00,99.25,99.25,98.25,98.5,323600.0
2023-07-10 10:07:00+07:00,98.25,98.5,98.0,98.0,141900.0
2023-07-10 10:08:00+07:00,98.0,98.25,97.5,97.75,225300.0
2023-07-10 10:09:00+07:00,97.5,98.5,97.5,98.5,82500.0
2023-07-10 10:10:00+07:00,98.5,98.75,98.0,98.75,200800.0
2023-07-10 10:11:00+07:00,98.5,98.75,98.25,98.25,102800.0
2023-07-10 10:12:00+07:00,98.25,98.25,98.0,98.0,53200.0
2023-07-10 10:13:00+07:00,98.0,98.0,97.5,97.75,60800.0
2023-07-10 10:14:00+07:00,97.5,97.5,97.25,97.25,168700.0
2023-07-10 10:15:00+07:00,97.25,97.5,97.25,97.25,15800.0
2023-07-10 10:16:00+07:00,97.5,97.5,97.0,97.0,93200.0
2023-07-10 10:17:00+07:00,97.0,97.25,97.0,97.0,6100.0
2023-07-10 10:18:00+07:00,97.0,97.75,97.0,97.5,354400.0
2023-07-10 10:19:00+07:00,97.25,97.5,97.25,97.25,2600.0
2023-07-10 10:20:00+07:00,97.25,97.25,97.0,97.25,74200.0
2023-07-10 10:21:00+07:00,97.25,97.25,97.0,97.0,67600.0
2023-07-10 10:22:00+07:00,97.0,97.0,96.75,96.75,308000.0
2023-07-10 10:23:00+07:00,96.75,97.0,96.75,96.75,16200.0
2023-07-10 10:24:00+07:00,96.75,96.75,96.25,96.5,321100.0
2023-07-10 10:25:00+07:00,96.25,96.5,96.25,96.25,28200.0
2023-07-10 10:26:00+07:00,96.25,96.5,96.25,96.5,5000.0
2023-07-10 10:27:00+07:00,96.5,96.5,96.25,96.5,5700.0
2023-07-10 10:28:00+07:00,96.5,96.5,96.25,96.25,2100.0
2023-07-10 10:29:00+07:00,96.5,96.5,96.25,96.5,9900.0
2023-07-10 10:30:00+07:00,96.5,96.5,96.25,96.5,178800.0
2023-07-10 10:31:00+07:00,96.25,96.25,96.0,96.0,59500.0
2023-07-10 10:32:00+07:00,96.25,96.5,96.0,96.5,71300.0
2023-07-10 10:33:00+07:00,96.5,97.25,96.5,97.0,371200.0
2023-07-10 10:34:00+07:00,97.0,97.25,96.25,97.0,86900.0
2023-07-10 10:35:00+07:00,96.75,97.0,96.5,96.75,51500.0
2023-07-10 10:36:00+07:00,96.75,96.75,96.5,96.75,20800.0
2023-07-10 10:37:00+07:00,96.75,96.75,96.5,96.75,29700.0
2023-07-10 10:38:00+07:00,96.5,96.75,96.5,96.75,35200.0
2023-07-10 10:39:00+07:00,96.75,96.75,96.5,96.75,55800.0
2023-07-10 10:40:00+07:00,96.5,96.75,96.5,96.75,6600.0
2023-07-10 10:41:00+07:00,96.75,97.0,96.5,96.75,77400.0
2023-07-10 10:42:00+07:00,96.75,96.75,96.5,96.75,34300.0
2023-07-10 10:43:00+07:00,97.0,97.0,96.75,97.0,2200.0
2023-07-10 10:44:00+07:00,97.0,97.0,96.75,96.75,13500.0
2023-07-10 10:45:00+07:00,96.75,96.75,96.75,96.75,48800.0
2023-07-10 10:46:00+07:00,96.75,96.75,96.75,96.75,200.0
2023-07-10 10:47:00+07:00,96.5,96.75,96.5,96.75,2100.0
2023-07-10 10:48:00+07:00,96.5,96.75,96.5,96.5,1700.0
2023-07-10 10:49:00+07:00,96.5,96.5,96.5,96.5,900.0
2023-07-10 10:50:00+07:00,96.75,96.75,96.5,96.75,14800.0
2023-07-10 10:51:00+07:00,96.75,97.0,96.5,97.0,43500.0
2023-07-10 10:52:00+07:00,97.0,97.0,97.0,97.0,1100.0
2023-07-10 10:53:00+07:00,97.0,97.25,97.0,97.25,26100.0
2023-07-10 10:54:00+07:00,97.25,97.25,97.0,97.25,14200.0
2023-07-10 10:55:00+07:00,97.0,97.25,96.75,97.0,67100.0
