datetime,Open,High,Low,Close,Volume
2021-09-01 09:45:00+07:00,64.0,64.25,63.75,64.0,898400.0
2021-09-01 10:00:00+07:00,64.0,64.25,63.5,63.5,2243200.0
2021-09-01 10:15:00+07:00,63.5,63.75,63.25,63.25,1216400.0
2021-09-01 10:30:00+07:00,63.5,63.5,63.25,63.25,578900.0
2021-09-01 10:45:00+07:00,63.5,63.5,63.0,63.25,2633000.0
2021-09-01 11:00:00+07:00,63.25,63.5,63.25,63.25,133100.0
2021-09-01 11:15:00+07:00,63.25,63.5,63.25,63.25,76800.0
2021-09-01 11:30:00+07:00,63.5,63.5,63.0,63.25,2866000.0
2021-09-01 11:45:00+07:00,63.0,63.25,63.0,63.0,1507000.0
2021-09-01 12:00:00+07:00,63.0,63.25,63.0,63.0,286100.0
2021-09-01 12:15:00+07:00,63.0,63.25,63.0,63.0,1090100.0
2021-09-01 14:15:00+07:00,63.0,63.25,62.75,62.75,761400.0
2021-09-01 14:30:00+07:00,62.75,63.0,62.75,62.75,294200.0
2021-09-01 14:45:00+07:00,62.75,63.0,62.5,62.5,5276900.0
2021-09-01 15:00:00+07:00,62.75,63.0,62.5,63.0,2222400.0
2021-09-01 15:15:00+07:00,62.75,63.0,62.75,62.75,416900.0
2021-09-01 15:30:00+07:00,62.75,63.0,62.75,62.75,1306200.0
2021-09-01 15:45:00+07:00,62.75,63.0,62.5,62.75,2375900.0
2021-09-01 16:00:00+07:00,62.75,63.0,62.75,62.75,1288400.0
2021-09-01 16:15:00+07:00,62.75,63.0,62.5,63.0,1656300.0
2021-09-01 16:30:00+07:00,62.75,62.75,62.75,62.75,1449500.0
2021-09-02 09:45:00+07:00,63.25,63.25,62.75,63.0,846700.0
2021-09-02 10:00:00+07:00,63.0,63.25,62.75,63.0,1859700.0
2021-09-02 10:15:00+07:00,63.25,63.25,63.0,63.0,297800.0
2021-09-02 10:30:00+07:00,63.0,63.25,63.0,63.0,433200.0
2021-09-02 10:45:00+07:00,63.0,63.25,63.0,63.25,419000.0
2021-09-02 11:00:00+07:00,63.25,63.25,63.0,63.0,407100.0
2021-09-02 11:15:00+07:00,63.0,63.25,63.0,63.25,93300.0
2021-09-02 11:30:00+07:00,63.25,63.25,63.0,63.0,2468500.0
2021-09-02 11:45:00+07:00,63.25,63.5,63.0,63.5,814000.0
2021-09-02 12:00:00+07:00,63.25,63.5,63.25,63.25,941900.0
2021-09-02 12:15:00+07:00,63.5,63.5,63.25,63.5,138600.0
2021-09-02 14:15:00+07:00,63.25,63.5,63.25,63.5,339800.0
2021-09-02 14:30:00+07:00,63.5,63.5,63.25,63.25,154900.0
2021-09-02 14:45:00+07:00,63.25,63.25,63.0,63.25,472700.0
2021-09-02 15:00:00+07:00,63.0,63.25,63.0,63.0,290000.0
2021-09-02 15:15:00+07:00,63.0,63.25,63.0,63.25,498800.0
2021-09-02 15:30:00+07:00,63.25,63.5,63.0,63.5,1126500.0
2021-09-02 15:45:00+07:00,63.25,63.5,63.0,63.0,1464200.0
